Height,Weight,Age,Gender,Activity_Level,Body_Fat,Goal,BMI,Plan
179,49,58,0,1.725,17.73,Strength,15.29,Lean
170,58,42,1,1.725,29.14,Health,20.07,Cut
169,74,51,0,1.375,16.93,Strength,25.91,Lean
155,48,47,1,1.375,32.41,Strength,19.98,Cut
171,83,16,0,1.375,11.86,Strength,28.38,Lean
167,108,31,0,1.2,32.41,Aesthetics,38.72,Cut
157,69,26,0,1.2,22.07,Strength,27.99,Cut
188,72,41,1,1.725,35.38,Strength,20.37,Cut
181,110,55,1,1.375,31.65,Health,33.58,Cut
182,66,16,1,1.725,20.05,Health,19.93,Recomp
165,75,41,0,1.725,36.91,Aesthetics,27.55,Cut
161,67,43,0,1.725,17.07,Aesthetics,25.85,Lean
187,92,24,0,1.2,38.94,Strength,26.31,Cut
183,64,59,0,1.375,32.55,Strength,19.11,Cut
163,82,37,0,1.725,39.7,Health,30.86,Cut
185,99,23,0,1.2,9.72,Strength,28.93,Lean
182,112,57,1,1.55,16.77,Strength,33.81,Lean
172,45,42,1,1.55,31.72,Strength,15.21,Cut
199,51,54,1,1.725,37.51,Strength,12.88,Cut
194,101,34,0,1.725,8.92,Strength,26.84,Lean
151,56,40,1,1.375,8,Strength,24.56,Lean
190,49,53,0,1.375,16.2,Strength,13.57,Lean
170,94,36,0,1.725,35.29,Strength,32.53,Cut
151,86,39,1,1.2,32.55,Health,37.72,Cut
176,56,39,0,1.725,18.89,Aesthetics,18.08,Lean
158,62,34,0,1.375,8.06,Strength,24.84,Lean
150,110,17,0,1.375,25.75,Health,48.89,Cut
160,118,29,0,1.2,15.61,Strength,46.09,Lean
152,61,47,0,1.725,31.86,Strength,26.4,Cut
172,112,57,1,1.375,22.28,Aesthetics,37.86,Cut
175,115,47,1,1.725,29.72,Health,37.55,Cut
153,106,43,0,1.375,35.27,Strength,45.28,Cut
167,85,54,0,1.55,25.14,Aesthetics,30.48,Cut
155,78,55,1,1.55,18.75,Aesthetics,32.47,Lean
184,114,57,1,1.55,32.63,Strength,33.67,Cut
171,89,55,1,1.375,16.49,Strength,30.44,Lean
192,102,28,0,1.2,36.53,Health,27.67,Cut
164,95,27,1,1.55,10.29,Health,35.32,Lean
171,78,23,1,1.375,34.73,Strength,26.67,Cut
186,88,30,0,1.725,10.93,Strength,25.44,Lean
191,59,41,0,1.55,9.8,Aesthetics,16.17,Bulk
161,114,27,1,1.2,19.62,Health,43.98,Recomp
196,94,58,0,1.2,38.61,Strength,24.47,Cut
198,76,42,1,1.2,39.47,Strength,19.39,Cut
191,111,33,1,1.725,14.47,Health,30.43,Lean
187,47,51,0,1.725,12.76,Strength,13.44,Bulk
167,118,42,0,1.2,19.29,Aesthetics,42.31,Lean
194,95,24,1,1.2,18.79,Aesthetics,25.24,Lean
184,111,54,0,1.2,32.31,Strength,32.79,Cut
179,92,16,0,1.725,22.21,Health,28.71,Cut
173,61,22,0,1.725,32.96,Aesthetics,20.38,Cut
191,51,41,0,1.375,31.96,Health,13.98,Cut
179,57,22,0,1.55,26.51,Health,17.79,Cut
163,110,22,0,1.725,34.67,Health,41.4,Cut
155,48,23,0,1.2,14.26,Aesthetics,19.98,Bulk
152,54,31,1,1.55,13.18,Aesthetics,23.37,Lean
165,61,18,0,1.725,32.02,Strength,22.41,Cut
156,96,25,1,1.55,15.83,Health,39.45,Lean
163,50,22,0,1.375,8.09,Aesthetics,18.82,Bulk
158,113,36,1,1.725,37.18,Aesthetics,45.27,Cut
164,118,52,0,1.2,27.93,Strength,43.87,Cut
170,53,46,1,1.2,22.24,Aesthetics,18.34,Cut
184,65,38,0,1.375,31.22,Aesthetics,19.2,Cut
151,68,42,1,1.375,18.67,Aesthetics,29.82,Lean
176,48,37,0,1.375,38.52,Strength,15.5,Cut
151,68,54,0,1.375,10.2,Strength,29.82,Lean
184,103,42,1,1.375,28.51,Health,30.42,Cut
167,47,19,1,1.725,32.87,Aesthetics,16.85,Cut
163,112,39,0,1.725,23.01,Strength,42.15,Cut
169,84,38,1,1.55,32.16,Strength,29.41,Cut
167,92,34,1,1.375,37.66,Strength,32.99,Cut
159,98,57,0,1.2,31.81,Health,38.76,Cut
174,79,18,1,1.2,17.9,Health,26.09,Lean
151,100,42,0,1.375,25.98,Health,43.86,Cut
174,84,18,1,1.375,37.17,Health,27.74,Cut
182,112,43,0,1.375,22.37,Health,33.81,Cut
185,90,32,1,1.375,29.81,Aesthetics,26.3,Cut
180,57,46,0,1.375,22.9,Aesthetics,17.59,Cut
163,71,25,0,1.2,11.88,Strength,26.72,Lean
150,50,37,1,1.55,9.88,Health,22.22,Bulk
195,61,45,1,1.375,38.47,Health,16.04,Cut
165,80,36,0,1.375,27.6,Strength,29.38,Cut
195,46,51,0,1.375,11.32,Aesthetics,12.1,Bulk
152,96,38,1,1.725,35.44,Health,41.55,Cut
184,110,53,1,1.2,24.73,Health,32.49,Cut
190,96,27,1,1.2,32.7,Health,26.59,Cut
155,87,40,1,1.55,12.06,Aesthetics,36.21,Lean
174,66,35,1,1.725,37.02,Aesthetics,21.8,Cut
162,99,57,1,1.725,26.9,Health,37.72,Cut
183,111,22,0,1.725,31.62,Health,33.15,Cut
157,104,44,1,1.55,9,Strength,42.19,Lean
170,102,44,1,1.55,18.09,Strength,35.29,Lean
183,56,28,1,1.55,16.56,Aesthetics,16.72,Lean
153,113,18,1,1.725,38.39,Strength,48.27,Cut
174,83,17,0,1.2,13.93,Health,27.41,Lean
164,57,31,0,1.725,30.63,Aesthetics,21.19,Cut
153,85,45,0,1.55,9.37,Strength,36.31,Lean
194,101,53,0,1.725,14.33,Aesthetics,26.84,Lean
161,97,21,1,1.375,18.84,Health,37.42,Recomp
181,56,22,0,1.725,33.42,Strength,17.09,Cut
181,57,20,1,1.725,33.28,Strength,17.4,Cut
177,118,22,1,1.2,38.48,Strength,37.66,Cut
162,101,49,0,1.2,37.34,Health,38.48,Cut
180,84,47,0,1.2,10.61,Aesthetics,25.93,Lean
163,89,28,1,1.375,34.56,Strength,33.5,Cut
169,79,45,0,1.2,22.44,Aesthetics,27.66,Cut
167,47,40,0,1.375,35.71,Aesthetics,16.85,Cut
178,49,36,1,1.55,10.86,Aesthetics,15.47,Bulk
155,55,36,1,1.2,34.33,Health,22.89,Cut
181,115,43,1,1.725,13.11,Health,35.1,Lean
178,100,35,1,1.725,18.68,Strength,31.56,Lean
192,54,49,1,1.375,8.92,Strength,14.65,Bulk
151,78,20,0,1.2,11.96,Aesthetics,34.21,Lean
172,111,33,1,1.725,22.26,Aesthetics,37.52,Cut
168,116,54,1,1.55,34.19,Aesthetics,41.1,Cut
180,75,58,1,1.2,32.76,Health,23.15,Cut
154,119,26,0,1.55,15.53,Health,50.18,Lean
168,115,32,1,1.725,12.85,Strength,40.75,Lean
183,110,37,1,1.2,20.46,Aesthetics,32.85,Lean
159,114,52,0,1.375,36.26,Aesthetics,45.09,Cut
174,85,35,1,1.725,10.93,Health,28.08,Lean
151,107,21,1,1.55,25.37,Strength,46.93,Cut
160,76,49,1,1.2,10.84,Aesthetics,29.69,Lean
199,64,29,0,1.55,23.05,Aesthetics,16.16,Cut
180,101,38,0,1.55,12.06,Strength,31.17,Lean
164,94,35,1,1.375,10.57,Aesthetics,34.95,Lean
158,69,28,1,1.375,14.11,Health,27.64,Lean
172,56,59,1,1.725,16.17,Strength,18.93,Lean
168,115,56,0,1.375,16.84,Aesthetics,40.75,Lean
158,83,47,0,1.375,28.65,Aesthetics,33.25,Cut
184,61,41,0,1.725,9.76,Health,18.02,Bulk
170,89,29,0,1.725,10.59,Health,30.8,Lean
158,55,51,0,1.725,14.04,Health,22.03,Bulk
177,114,23,0,1.725,35.91,Aesthetics,36.39,Cut
195,67,55,1,1.55,28.12,Aesthetics,17.62,Cut
156,114,37,0,1.55,31.37,Aesthetics,46.84,Cut
165,82,37,1,1.725,19.85,Strength,30.12,Lean
165,46,31,0,1.725,14.82,Health,16.9,Bulk
182,116,42,1,1.2,9.21,Strength,35.02,Lean
153,81,25,0,1.2,23.63,Health,34.6,Cut
153,93,40,1,1.2,26.38,Aesthetics,39.73,Cut
188,96,46,1,1.375,36.7,Strength,27.16,Cut
189,77,36,1,1.55,36.23,Strength,21.56,Cut
166,66,42,0,1.55,21.59,Health,23.95,Recomp
186,49,32,0,1.2,21.55,Strength,14.16,Lean
188,62,48,0,1.2,13.16,Strength,17.54,Bulk
178,82,46,1,1.55,16.24,Aesthetics,25.88,Lean
185,81,57,1,1.375,37.62,Health,23.67,Cut
187,108,41,1,1.2,12.51,Strength,30.88,Lean
188,54,36,0,1.725,39,Aesthetics,15.28,Cut
199,86,51,0,1.2,24.15,Strength,21.72,Cut
186,92,16,1,1.55,22.61,Aesthetics,26.59,Cut
184,88,19,0,1.55,13.59,Strength,25.99,Lean
156,60,19,0,1.2,29.17,Aesthetics,24.65,Cut
176,98,41,0,1.2,22.72,Aesthetics,31.64,Cut
177,79,19,0,1.725,19.86,Health,25.22,Recomp
171,72,24,1,1.725,16.46,Aesthetics,24.62,Lean
163,46,45,0,1.375,10.13,Strength,17.31,Bulk
156,57,19,0,1.375,24.62,Aesthetics,23.42,Cut
186,85,20,1,1.725,18.01,Aesthetics,24.57,Lean
171,103,38,1,1.375,30.65,Strength,35.22,Cut
154,113,31,0,1.375,31.15,Strength,47.65,Cut
151,97,37,0,1.2,18.63,Aesthetics,42.54,Lean
176,89,52,0,1.725,29.41,Strength,28.73,Cut
170,64,23,0,1.2,16.28,Aesthetics,22.15,Lean
187,68,48,1,1.2,31.27,Aesthetics,19.45,Cut
164,105,53,1,1.375,8.51,Aesthetics,39.04,Lean
170,102,58,1,1.2,12.85,Strength,35.29,Lean
159,71,31,0,1.55,15.84,Health,28.08,Lean
172,70,20,0,1.375,32.73,Health,23.66,Cut
188,51,31,1,1.55,10.12,Aesthetics,14.43,Bulk
154,86,22,0,1.375,14.02,Aesthetics,36.26,Lean
150,91,16,1,1.2,19.48,Strength,40.44,Lean
162,97,24,1,1.375,8.29,Health,36.96,Lean
170,103,33,1,1.55,32.39,Health,35.64,Cut
175,82,18,1,1.375,25.92,Health,26.78,Cut
199,113,39,1,1.55,36.82,Strength,28.53,Cut
194,97,43,1,1.725,8.99,Strength,25.77,Lean
170,59,25,1,1.2,16.68,Strength,20.42,Lean
167,70,24,0,1.55,31.4,Aesthetics,25.1,Cut
186,92,28,1,1.725,29.6,Strength,26.59,Cut
194,63,50,1,1.2,15.78,Aesthetics,16.74,Lean
181,53,38,0,1.725,27.06,Aesthetics,16.18,Cut
185,108,32,1,1.55,33.4,Aesthetics,31.56,Cut
166,98,22,0,1.2,9.07,Aesthetics,35.56,Lean
184,95,31,1,1.725,30.96,Strength,28.06,Cut
198,83,55,0,1.55,16.07,Strength,21.17,Lean
160,48,51,0,1.725,38.33,Health,18.75,Cut
170,47,35,0,1.2,25.22,Health,16.26,Cut
175,108,39,1,1.2,9.07,Aesthetics,35.27,Lean
153,73,20,0,1.2,20.91,Health,31.18,Recomp
183,55,21,1,1.55,38.92,Health,16.42,Cut
197,102,43,1,1.725,31.37,Health,26.28,Cut
167,119,20,1,1.725,17.62,Aesthetics,42.67,Lean
189,71,54,1,1.55,26.41,Health,19.88,Cut
184,65,53,1,1.2,27.17,Strength,19.2,Cut
190,83,17,1,1.375,8.75,Aesthetics,22.99,Bulk
178,90,58,1,1.2,13.72,Strength,28.41,Lean
178,110,54,0,1.375,25.66,Aesthetics,34.72,Cut
187,80,36,1,1.2,20.89,Strength,22.88,Lean
191,119,55,1,1.55,14.08,Health,32.62,Lean
170,109,52,0,1.375,32.73,Aesthetics,37.72,Cut
191,107,33,1,1.55,23.65,Strength,29.33,Cut
162,79,27,0,1.375,17.92,Aesthetics,30.1,Lean
198,75,32,0,1.725,13.17,Strength,19.13,Bulk
190,72,52,1,1.375,27.56,Health,19.94,Cut
166,45,53,1,1.375,29.32,Aesthetics,16.33,Cut
158,69,30,0,1.375,29.43,Aesthetics,27.64,Cut
190,87,22,1,1.725,15.05,Strength,24.1,Lean
150,111,29,0,1.55,27.05,Strength,49.33,Cut
151,107,16,0,1.725,36.97,Health,46.93,Cut
197,95,53,1,1.375,19.3,Strength,24.48,Lean
178,46,18,0,1.2,14.74,Strength,14.52,Bulk
182,108,52,1,1.725,32.71,Strength,32.6,Cut
159,118,59,1,1.2,13.66,Health,46.68,Lean
199,113,46,0,1.725,16.12,Health,28.53,Lean
189,53,58,0,1.725,11.22,Aesthetics,14.84,Bulk
170,46,28,1,1.375,16.57,Health,15.92,Lean
177,78,33,1,1.55,21.13,Strength,24.9,Lean
160,104,32,1,1.55,10.05,Aesthetics,40.62,Lean
183,105,32,0,1.375,35.89,Health,31.35,Cut
157,75,26,1,1.725,24.44,Health,30.43,Cut
171,54,35,0,1.55,26.82,Strength,18.47,Cut
157,80,25,0,1.55,19.88,Strength,32.46,Lean
198,93,44,0,1.55,29.43,Health,23.72,Cut
164,114,49,1,1.375,21.82,Aesthetics,42.39,Lean
166,93,32,0,1.2,32.36,Strength,33.75,Cut
172,47,57,1,1.2,34.28,Health,15.89,Cut
173,118,28,0,1.2,29.5,Health,39.43,Cut
194,49,59,1,1.2,23.72,Strength,13.02,Cut
168,105,54,1,1.2,33.03,Aesthetics,37.2,Cut
154,70,42,0,1.55,23.82,Aesthetics,29.52,Cut
181,116,41,1,1.55,11.57,Aesthetics,35.41,Lean
193,49,43,0,1.725,11.72,Strength,13.15,Bulk
150,59,28,0,1.55,38.35,Strength,26.22,Cut
172,60,27,0,1.375,14.83,Strength,20.28,Bulk
186,45,59,0,1.725,34.11,Aesthetics,13.01,Cut
157,60,43,0,1.55,15.89,Aesthetics,24.34,Lean
162,81,17,0,1.725,21.78,Strength,30.86,Lean
157,47,52,0,1.725,28.96,Strength,19.07,Cut
172,96,49,1,1.2,13.08,Strength,32.45,Lean
192,91,38,0,1.725,31.59,Aesthetics,24.69,Cut
150,57,44,0,1.55,30.08,Health,25.33,Cut
194,99,50,1,1.2,25.38,Health,26.3,Cut
173,65,26,1,1.55,26.11,Aesthetics,21.72,Cut
184,110,48,0,1.2,11.38,Strength,32.49,Lean
173,98,26,0,1.55,21.95,Strength,32.74,Lean
166,71,24,0,1.2,10.77,Strength,25.77,Lean
154,82,29,1,1.2,17.85,Strength,34.58,Lean
169,102,24,0,1.375,36.81,Aesthetics,35.71,Cut
170,106,54,1,1.55,26.39,Health,36.68,Cut
189,90,18,0,1.725,31.77,Health,25.2,Cut
180,55,44,0,1.2,26.36,Aesthetics,16.98,Cut
195,116,34,1,1.55,14.22,Strength,30.51,Lean
185,52,51,0,1.2,27.03,Health,15.19,Cut
160,115,47,0,1.375,32.17,Aesthetics,44.92,Cut
164,108,22,0,1.375,12.43,Strength,40.15,Lean
168,65,43,1,1.375,34.14,Health,23.03,Cut
156,116,59,0,1.375,25.77,Aesthetics,47.67,Cut
177,107,33,0,1.725,8.14,Health,34.15,Lean
192,108,20,1,1.725,24.63,Health,29.3,Cut
154,64,38,1,1.2,20.66,Aesthetics,26.99,Lean
154,52,37,0,1.55,17.49,Aesthetics,21.93,Lean
179,102,41,0,1.375,32.68,Health,31.83,Cut
181,90,57,1,1.375,36.78,Health,27.47,Cut
157,75,27,0,1.725,32.4,Aesthetics,30.43,Cut
159,53,55,0,1.725,35.1,Strength,20.96,Cut
187,59,34,1,1.375,37.08,Strength,16.87,Cut
196,70,16,0,1.55,37.2,Strength,18.22,Cut
181,54,18,0,1.2,11.67,Strength,16.48,Bulk
197,73,42,1,1.2,22.6,Aesthetics,18.81,Cut
177,80,33,0,1.2,8.01,Strength,25.54,Lean
166,81,45,0,1.2,24.21,Health,29.39,Cut
180,115,17,0,1.55,37.58,Strength,35.49,Cut
157,67,20,1,1.55,14.37,Aesthetics,27.18,Lean
189,85,44,0,1.55,28.47,Strength,23.8,Cut
174,72,48,1,1.725,28.62,Strength,23.78,Cut
158,92,57,1,1.375,13.13,Aesthetics,36.85,Lean
151,82,35,0,1.55,15.63,Strength,35.96,Lean
164,75,45,1,1.2,22.78,Aesthetics,27.89,Cut
199,58,57,0,1.55,14.02,Strength,14.65,Bulk
152,117,20,0,1.375,26.72,Aesthetics,50.64,Cut
198,73,36,0,1.725,23.51,Strength,18.62,Cut
185,95,30,1,1.2,24.61,Health,27.76,Cut
153,93,35,0,1.725,12.3,Health,39.73,Lean
163,87,23,0,1.55,24.55,Aesthetics,32.74,Cut
190,116,46,0,1.2,9.58,Aesthetics,32.13,Lean
190,49,27,1,1.2,36.21,Aesthetics,13.57,Cut
174,86,36,1,1.55,18.98,Health,28.41,Recomp
199,51,45,0,1.55,35.4,Aesthetics,12.88,Cut
159,86,42,0,1.375,30.45,Strength,34.02,Cut
170,80,59,0,1.55,32.52,Aesthetics,27.68,Cut
185,71,41,0,1.55,18.07,Aesthetics,20.75,Lean
161,102,48,1,1.55,15.29,Strength,39.35,Lean
176,90,41,1,1.2,21.02,Strength,29.05,Lean
189,110,41,1,1.375,8.78,Health,30.79,Lean
151,69,51,1,1.2,37.4,Strength,30.26,Cut
162,117,55,1,1.55,20.38,Strength,44.58,Lean
181,71,16,1,1.375,39.63,Aesthetics,21.67,Cut
180,45,30,1,1.55,32.37,Health,13.89,Cut
165,118,16,0,1.2,10.58,Strength,43.34,Lean
181,86,26,0,1.2,29.13,Health,26.25,Cut
181,96,17,0,1.55,16.67,Strength,29.3,Lean
183,69,16,0,1.375,15.8,Health,20.6,Lean
160,98,46,0,1.2,16.21,Strength,38.28,Lean
159,111,59,0,1.55,37.31,Aesthetics,43.91,Cut
164,50,31,1,1.725,24,Health,18.59,Cut
166,102,37,0,1.55,29.42,Health,37.02,Cut
189,114,57,1,1.55,16.99,Strength,31.91,Lean
167,97,33,0,1.375,24.73,Health,34.78,Cut
158,110,32,1,1.55,19.2,Strength,44.06,Lean
174,102,45,1,1.725,18.28,Health,33.69,Recomp
189,46,25,0,1.55,15.9,Health,12.88,Lean
163,66,50,0,1.725,21.09,Aesthetics,24.84,Lean
174,81,36,0,1.2,29.12,Aesthetics,26.75,Cut
199,64,31,0,1.55,15.11,Health,16.16,Lean
171,68,21,0,1.375,38.89,Aesthetics,23.26,Cut
179,109,18,1,1.55,11.99,Health,34.02,Lean
169,109,56,0,1.725,23.37,Strength,38.16,Cut
170,45,58,1,1.725,10.72,Health,15.57,Bulk
193,47,36,1,1.375,8.73,Health,12.62,Bulk
181,90,28,1,1.725,37.53,Aesthetics,27.47,Cut
195,99,33,0,1.55,33.93,Aesthetics,26.04,Cut
198,119,39,0,1.725,30.21,Strength,30.35,Cut
170,108,42,0,1.55,35.69,Strength,37.37,Cut
184,89,19,0,1.55,33.69,Strength,26.29,Cut
181,70,37,0,1.725,28.71,Health,21.37,Cut
179,109,39,0,1.375,35.11,Strength,34.02,Cut
188,68,55,1,1.2,20.51,Strength,19.24,Lean
198,118,25,0,1.375,25.69,Aesthetics,30.1,Cut
161,79,17,1,1.2,32.84,Aesthetics,30.48,Cut
190,68,55,1,1.375,10.71,Strength,18.84,Bulk
196,72,21,0,1.55,35.48,Strength,18.74,Cut
167,60,33,0,1.55,13.02,Health,21.51,Bulk
170,103,32,0,1.725,35.67,Health,35.64,Cut
162,98,53,0,1.2,17.96,Aesthetics,37.34,Lean
170,60,38,0,1.2,18.46,Strength,20.76,Lean
157,59,45,0,1.725,10.37,Strength,23.94,Lean
195,55,36,1,1.375,36.35,Strength,14.46,Cut
189,109,25,1,1.725,13.58,Strength,30.51,Lean
195,112,58,1,1.375,28.16,Strength,29.45,Cut
156,87,28,1,1.725,28.61,Health,35.75,Cut
172,113,27,1,1.2,17,Health,38.2,Lean
193,57,24,1,1.2,39.54,Strength,15.3,Cut
181,54,19,0,1.375,10.05,Health,16.48,Bulk
160,119,54,0,1.2,27.45,Health,46.48,Cut
171,85,39,0,1.2,23.35,Strength,29.07,Cut
171,94,49,1,1.2,15.86,Health,32.15,Lean
192,115,54,1,1.2,13.23,Strength,31.2,Lean
174,103,56,1,1.55,31.59,Health,34.02,Cut
171,83,20,0,1.725,37.32,Strength,28.38,Cut
177,47,30,0,1.725,11.44,Strength,15,Bulk
178,51,19,0,1.55,14.21,Health,16.1,Bulk
162,93,54,1,1.2,39.56,Health,35.44,Cut
167,70,23,1,1.725,8.48,Aesthetics,25.1,Lean
151,77,39,1,1.725,24.26,Strength,33.77,Cut
178,92,43,0,1.725,24.52,Strength,29.04,Cut
170,46,58,1,1.375,16.42,Strength,15.92,Lean
164,115,42,0,1.55,29.22,Strength,42.76,Cut
176,76,16,0,1.375,38.24,Health,24.54,Cut
199,48,49,0,1.375,22.41,Health,12.12,Cut
180,64,32,0,1.55,31.98,Aesthetics,19.75,Cut
164,80,52,0,1.725,28.67,Strength,29.74,Cut
172,76,53,0,1.375,23.13,Aesthetics,25.69,Cut
173,72,41,0,1.725,9.59,Aesthetics,24.06,Lean
193,45,39,1,1.375,31.74,Aesthetics,12.08,Cut
162,104,54,0,1.725,19.62,Aesthetics,39.63,Lean
171,100,36,1,1.2,15.18,Aesthetics,34.2,Lean
192,79,45,0,1.2,38.34,Health,21.43,Cut
186,74,28,0,1.2,32.75,Health,21.39,Cut
182,98,52,0,1.55,38.79,Aesthetics,29.59,Cut
152,80,18,1,1.2,16.2,Health,34.63,Lean
168,99,47,0,1.375,34.75,Health,35.08,Cut
172,102,50,0,1.725,27.45,Aesthetics,34.48,Cut
178,109,34,1,1.725,39.41,Health,34.4,Cut
179,113,29,1,1.725,38.28,Health,35.27,Cut
188,95,37,1,1.725,39.13,Strength,26.88,Cut
193,66,32,1,1.375,38.46,Aesthetics,17.72,Cut
196,97,19,0,1.725,8.25,Strength,25.25,Lean
174,80,55,0,1.375,31.71,Strength,26.42,Cut
186,112,34,1,1.375,16.7,Aesthetics,32.37,Lean
196,80,52,0,1.725,30.56,Strength,20.82,Cut
157,96,17,1,1.725,39.38,Strength,38.95,Cut
191,97,30,1,1.725,9.26,Health,26.59,Lean
165,94,17,1,1.375,26.14,Strength,34.53,Cut
157,85,26,0,1.55,31.52,Aesthetics,34.48,Cut
150,62,38,1,1.375,16.11,Health,27.56,Lean
193,66,25,0,1.55,15.2,Health,17.72,Lean
154,110,18,0,1.725,9.93,Health,46.38,Lean
152,65,20,0,1.375,11.01,Aesthetics,28.13,Lean
150,88,18,1,1.725,29.02,Aesthetics,39.11,Cut
153,91,53,0,1.55,24.17,Aesthetics,38.87,Cut
189,83,28,1,1.55,8.96,Strength,23.24,Lean
184,73,57,0,1.375,39.03,Strength,21.56,Cut
181,98,34,0,1.375,28.99,Health,29.91,Cut
191,61,55,0,1.375,24.49,Health,16.72,Cut
183,104,50,1,1.375,16.73,Aesthetics,31.05,Lean
192,75,39,1,1.2,29.06,Aesthetics,20.35,Cut
174,117,39,1,1.2,19.65,Strength,38.64,Lean
159,93,32,1,1.725,30.48,Strength,36.79,Cut
170,46,55,0,1.55,29.84,Aesthetics,15.92,Cut
195,92,25,0,1.55,10.97,Aesthetics,24.19,Lean
188,58,17,1,1.725,37.1,Strength,16.41,Cut
176,103,59,1,1.725,23.58,Health,33.25,Cut
176,102,38,1,1.725,20.57,Health,32.93,Recomp
151,102,21,1,1.2,38.57,Strength,44.73,Cut
190,95,17,0,1.725,22.02,Strength,26.32,Cut
197,46,36,1,1.55,31.08,Health,11.85,Cut
162,85,50,1,1.725,28.96,Strength,32.39,Cut
158,60,44,0,1.375,13.28,Health,24.03,Lean
185,48,22,1,1.55,39.72,Health,14.02,Cut
171,56,44,0,1.55,22.84,Strength,19.15,Cut
191,73,52,1,1.55,20.63,Aesthetics,20.01,Lean
175,51,38,0,1.2,37.43,Aesthetics,16.65,Cut
161,58,48,1,1.2,24.94,Aesthetics,22.38,Cut
166,56,23,1,1.55,30.56,Aesthetics,20.32,Cut
163,49,27,1,1.375,35.08,Aesthetics,18.44,Cut
163,76,25,1,1.55,15.54,Aesthetics,28.6,Lean
183,118,30,1,1.2,13.42,Aesthetics,35.24,Lean
169,87,39,0,1.375,10.19,Strength,30.46,Lean
160,113,41,1,1.55,36.71,Strength,44.14,Cut
165,89,57,0,1.2,14.41,Aesthetics,32.69,Lean
180,53,54,0,1.375,17.85,Strength,16.36,Lean
155,93,18,0,1.725,17.15,Health,38.71,Lean
168,77,17,0,1.725,17.75,Aesthetics,27.28,Lean
186,62,21,1,1.55,29.38,Health,17.92,Cut
153,53,36,1,1.725,38.53,Strength,22.64,Cut
196,106,24,1,1.2,18.54,Aesthetics,27.59,Lean
153,101,25,1,1.375,21.04,Health,43.15,Recomp
169,73,51,0,1.55,32.68,Strength,25.56,Cut
159,69,18,0,1.375,21.83,Aesthetics,27.29,Lean
173,59,56,0,1.375,37.63,Aesthetics,19.71,Cut
184,50,39,1,1.375,24.1,Health,14.77,Cut
175,86,37,1,1.2,19.13,Health,28.08,Recomp
186,73,29,1,1.55,39.09,Health,21.1,Cut
187,48,57,1,1.725,21.63,Strength,13.73,Lean
170,101,59,0,1.375,15.4,Health,34.95,Lean
189,93,42,1,1.375,13.69,Health,26.04,Lean
188,88,48,1,1.375,39.85,Health,24.9,Cut
170,119,37,0,1.2,32.1,Aesthetics,41.18,Cut
159,58,44,0,1.725,21.08,Health,22.94,Recomp
187,47,34,1,1.375,34.44,Health,13.44,Cut
195,106,34,1,1.2,25.5,Strength,27.88,Cut
153,108,21,0,1.2,18.16,Strength,46.14,Lean
194,89,34,1,1.375,31.79,Health,23.65,Cut
169,102,28,0,1.375,31.87,Strength,35.71,Cut
166,64,41,0,1.2,24.01,Strength,23.23,Cut
156,102,37,1,1.2,9.45,Strength,41.91,Lean
153,101,36,0,1.375,10.46,Aesthetics,43.15,Lean
178,112,51,1,1.2,33.24,Health,35.35,Cut
163,96,17,1,1.2,34.35,Health,36.13,Cut
152,81,59,1,1.375,29.71,Health,35.06,Cut
173,52,45,1,1.375,34.85,Strength,17.37,Cut
186,88,42,0,1.55,31.02,Strength,25.44,Cut
165,49,22,1,1.725,36.7,Strength,18,Cut
153,113,35,1,1.375,12.81,Aesthetics,48.27,Lean
173,75,46,0,1.375,20.41,Strength,25.06,Lean
183,89,38,1,1.375,22.85,Aesthetics,26.58,Cut
179,53,28,1,1.725,17.53,Health,16.54,Lean
167,76,32,1,1.55,31.21,Strength,27.25,Cut
168,77,19,1,1.2,37.2,Aesthetics,27.28,Cut
180,111,29,0,1.725,21.2,Aesthetics,34.26,Lean
168,74,35,0,1.375,38.13,Strength,26.22,Cut
198,73,28,1,1.375,24.54,Aesthetics,18.62,Cut
195,47,18,0,1.55,24.72,Strength,12.36,Cut
168,101,41,0,1.55,27.21,Aesthetics,35.79,Cut
171,74,41,0,1.55,16.59,Health,25.31,Lean
173,53,33,0,1.2,20.27,Health,17.71,Recomp
194,70,47,1,1.725,25.7,Health,18.6,Cut
161,46,29,0,1.725,38.14,Strength,17.75,Cut
179,106,18,1,1.55,28.57,Health,33.08,Cut
187,47,16,1,1.2,18.66,Health,13.44,Recomp
180,90,41,0,1.725,8.33,Health,27.78,Lean
185,112,39,1,1.375,39.41,Strength,32.72,Cut
168,69,50,0,1.375,23.78,Aesthetics,24.45,Cut
197,95,29,1,1.375,38.03,Strength,24.48,Cut
194,57,18,1,1.725,25.58,Strength,15.15,Cut
185,88,28,0,1.55,27.37,Health,25.71,Cut
179,79,29,1,1.375,30.78,Aesthetics,24.66,Cut
198,99,36,0,1.55,18.27,Health,25.25,Recomp
182,53,41,1,1.2,30.37,Health,16,Cut
167,46,18,1,1.375,24.86,Strength,16.49,Cut
198,105,55,0,1.2,29.52,Strength,26.78,Cut
177,85,19,0,1.55,34.75,Strength,27.13,Cut
196,88,51,0,1.725,13.9,Health,22.91,Bulk
160,108,58,1,1.55,27.63,Aesthetics,42.19,Cut
